Z_mass(GeV)
89.12027895
88.59653109
86.30163205
84.50317828
95.6795945
91.32957601
86.65993657
93.04047159
80.74931407
89.24962017
95.17966538
87.29862779
85.40498843
89.45123423
107.4275342
111.7566881
89.94786662
8.488610364
25.62707438
87.61346252
90.26697677
89.97754982
88.57734242
86.92477893
79.33373957
88.34844648
89.85568306
72.59084184
90.15648298
57.25253808
68.4503479
44.99248334
37.3481766
10.75976473
91.90758339
94.15122009
89.03651228
91.99496736
89.69728913
90.40868017
65.33128638
88.19365022
88.12156361
88.90855799
88.9973689
81.33672862
106.8431743
89.48388199
81.94827634
92.56799777
86.69520123
75.20975084
84.32153902
89.32297875
89.11835649
70.80172252
70.12558086
89.80263397
71.85424145
90.04356957
89.59876737
85.76481431
90.04319164
85.98805124
93.08265564
87.00869144
91.15539006
91.58393241
77.98301946
118.069599
85.55515087
88.43127133
93.01081115
88.54686566
90.2137667
84.91868139
88.56100846
87.56768223
96.50296854
91.70755647
89.70333881
89.82282017
95.09488874
91.13191648
97.43360927
72.57155724
84.29789778
84.95989682
91.90262531
86.23004917
34.39810436
75.22541432
30.42233371
61.83514409
3.310960275
32.57544264
67.87893626
3.010774159
0.63002196
88.48820179
88.48134389
90.57040275
76.53109583
82.99108931
76.11151157
84.04820663
91.84546449
87.39721342
87.42806127
18.5308822
86.02662709
74.19496816
18.2024324
0.970072474
68.72355966
41.69968214
102.1015832
23.52803861
34.98038769
0.884228892
18.90411536
53.29204685
0.574082614
29.13911228
1.384614434
87.83930683
89.40250019
90.12175696
93.5214214
81.93605194
81.14039639
89.97814795
90.20724793
88.7579621
90.56021996
96.2043747
83.52014117
88.86228508
27.02919396
31.10973133
4.289172783
91.38884787
38.60656924
93.60618885
89.8124076
60.26345344
88.03684416
89.02097343
89.66913481
83.97081868
86.56139796
85.67040319
89.9971338
88.35872501
90.26152251
73.38479262
89.19466098
69.22569975
17.54995983
84.01842683
84.94303683
87.75999944
101.5083292
92.0331016
78.0403915
55.12728696
93.10593888
49.94373273
19.76370146
23.35157452
40.95441983
75.04810599
84.45467899
91.37128026
16.60064734
52.93233963
86.21815254
85.86117462
86.75162396
85.98527969
70.39969285
37.38699166
76.2959531
89.70965838
85.95680274
96.30632447
91.43665686
95.7708725
88.73139669
18.83021678
107.8043055
89.90664399
91.57339602
91.14696003
85.91990892
87.06599088
10.21543678
41.81922671
31.58717826
47.95314864
11.92866567
30.12100329
21.48459098
13.22206925
9.033162429
89.68376269
27.50466105
87.32284272
16.00822624
23.87247289
14.35074663
35.07760042
23.48190963
12.57498437
27.58667582
3.1237815
15.22194096
8.926081211
21.37707856
0.409413424
1.589577407
90.82390786
33.00067757
19.02763907
88.99110942
115.341354
93.74988846
24.26872484
40.41367566
86.5368237
88.81037447
99.07294918
79.79530602
91.88273885
88.07880581
85.96724236
47.4063859
45.67943366
82.70899984
85.74496059
94.71772319
94.03807077
53.65800858
122.3560508
40.33136337
12.77919858
80.20933292
91.63451812
94.16139156
22.44956759
1.635970141
89.59582736
87.50943794
26.41675699
19.85929292
86.22563232
83.82301362
89.21639086
90.81956846
73.93390133
90.93574842
95.66088395
11.98270637
32.96057355
90.77476199
22.78266433
7.895154349
86.94706581
88.37322345
29.02426869
28.10293755
92.79419001
71.56368267
98.96707515
35.89510985
86.99878143
17.37405474
65.14856269
1.182840113
33.01205426
91.6698665
86.17883213
88.74016557
87.67771451
43.30464476
44.30412521
76.57364685
113.4182751
93.815904
60.15798147
90.7589218
90.55920283
36.47092434
22.02438109
92.67302145
83.03256149
91.09519273
90.80022415
86.81264367
86.3690014
86.94022511
40.88650884
25.89962889
87.21574657
88.80228987
89.37590113
85.62290405
66.08632622
92.47307242
92.17605054
88.59148584
81.40770698
86.79300788
85.776308
84.38785273
82.90268387
82.81064423
87.97829784
87.80846115
91.07516103
84.08340617
93.54911204
81.97678651
88.0790428
85.53538308
87.14818409
92.01643033
90.27700971
112.0339072
91.56951819
89.0666642
85.7384458
84.01940052
93.49759523
89.4457461
84.59303769
82.68417913
85.06778555
70.92189217
45.81586837
85.49448961
81.43281271
83.7683689
17.91791732
90.47414445
37.42575797
97.97737659
86.2896743
90.38610815
89.35423981
24.07110813
90.18637883
23.22546798
84.64025033
20.60266336
56.02482566
86.41942334
83.89461152
91.2037861
114.4610814
93.31603973
89.63326617
92.56174269
92.71937428
10.81777634
45.38212702
96.23495882
69.20976727
90.61350638
85.77201902
84.94996523
79.27986596
89.55810736
90.28481238
90.81266182
85.64858681
86.21409744
91.60420469
89.56805194
94.30583689
79.8468526
82.47142609
18.31210995
51.63922157
89.99644361
95.07647413
17.31607176
85.59265223
14.87152603
98.12898365
79.07609915
87.86858299
65.17013413
85.0273288
78.33086095
93.28372731
89.96059126
90.04510109
84.54417598
91.64132351
88.82655271
83.23820381
6.247881184
91.47283509
23.33529805
85.66129425
78.21678053
81.53045643
79.3727538
86.12613236
92.10188099
78.46810535
89.30541053
70.64838301
85.21371648
80.41977807
74.48551268
82.76274249
91.2814712
91.53018037
82.29426413
90.9494232
88.92411951
86.8772759
85.92490882
85.46442465
91.79431558
86.35006734
86.7901794
75.94333567
92.33932428
91.33909458
94.68897853
90.62648739
37.84921979
36.36954867
26.46747479
18.28201132
9.177694297
89.82812564
86.7786137
86.75410453
84.91544743
91.72704499
87.13622964
90.19823121
88.887975
91.3591573
69.65741187
88.75161288
85.64759338
90.18858502
93.3861407
116.8350391
86.69581947
87.53276313
66.84204222
107.6602785
86.23382535
87.99255701
90.81558188
76.22348475
86.77429112
94.11132883
67.88272756
92.10657087
39.51394815
77.36289906
85.63076052
87.48247896
94.92747071
80.93981057
91.75029783
88.12386575
87.40645068
92.11648584
29.15373322
26.3555709
84.49087657
79.25823244
92.40835731
89.40588215
87.53568678
86.10373037
75.35943472
36.70299224
88.37481367
38.11328296
16.96375328
80.06190011
87.1765016
79.58388393
77.36758574
91.7478427
20.42883338
34.25137676
51.88382825
176.6424877
37.22174023
99.67449304
90.54496
97.58567301
95.11561592
92.64657176
85.46602882
90.27922108
91.39444622
85.04015831
75.75815242
30.11644316
0.136806468
92.97127662
94.57058471
92.71838961
77.32078312
91.6222383
79.21287876
23.06511688
44.66041914
92.29813741
92.44866511
87.03347308
91.78020641
88.39557161
88.09539349
21.27644498
37.22339917
89.22094921
92.86541327
100.9452811
87.83150006
65.6992486
63.12265652
88.88052877
92.5132751
87.94432873
84.73710221
100.2299282
89.57338741
87.88948477
91.86708351
90.47146942
76.5238231
94.3584903
45.13023217
39.47240554
88.68416575
87.31254914
85.87802932
88.85149714
83.23692267
89.39397804
110.0845859
87.3606528
94.94345079
95.79823918
91.685259
79.26025484
86.06636648
19.77037279
28.57882742
89.79056977
84.16444508
92.64109602
88.81201974
29.22981795
24.19966896
81.90571592
77.04998903
84.54589158
89.85530757
87.41213131
92.09616709
86.76754692
70.00023265
91.76073385
60.70861956
81.9660972
97.6513145
88.80434995
105.8229701
82.38180724
84.59457022
88.68003466
25.38435192
28.87982101
85.05763853
85.79515579
88.78405021
91.76005188
102.1135979
88.03272262
83.3539648
80.39399384
90.79721673
94.82899098
91.61468897
85.5330132
89.77237635
88.34352504
89.3083007
82.04717686
84.53179875
89.738931
34.06696388
57.33704521
88.36489666
89.44121267
90.42743108
89.02089264
104.5209052
90.44902249
90.54618223
86.13686733
86.843078
26.19564726
86.23351795
56.87242722
88.71386343
90.76831318
48.32253669
68.74502663
90.34140661
94.53937115
94.69242145
94.80318902
90.9140778
89.27550724
88.38904845
87.03886035
94.44794683
81.89484331
87.00683997
88.24787255
93.05795221
92.16078212
87.86440054
93.44885454
84.59991667
90.23353157
84.54280365
87.43842375
93.86611253
86.92181706
89.37534559
89.3979842
91.44160238
88.3364356
88.12952279
78.05984369
82.51863839
89.49613809
33.16156629
39.70484365
12.76684896
84.69260137
33.85537119
84.61880306
89.5214723
88.96671685
91.12098254
89.96115075
85.02840413
